#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_namur_adj;Namurian;Namurian;Namurian;;Namurian;;;;;;;;;x
c_limburg_adj;Limburgian;Limburgian;Limburgian;;Limburgian;;;;;;;;;x
c_stavelot_adj;Zutphenian;Zutphenian;Zutphenian;;Zutphenian;;;;;;;;;x
c_oversticht_adj;Overstichtian;Overstichtian;Overstichtian;;Overstichtian;;;;;;;;;x
b_andenne;Andenne;Andenne;Andenne;;Andenne;;;;;;;;;x
b_dinant;Dinant;Dinant;Dinant;;Dinant;;;;;;;;;x
b_limburg;Limburg;Limburg;Limburg;;Limburg;;;;;;;;;x
b_eupen;Eupen;Eupen;Eupen;;Eupen;;;;;;;;;x
b_malmedy;Malmedy;Malmedy;Malmedy;;Malmedy;;;;;;;;;x
b_coevorden;Coevorden;Coevorden;Coevorden;;Coevorden;;;;;;;;;x
frisian;Frisian;Frisian;Frisian;;Frisian;;;;;;;;;x
c_laroche_adj;La Rochian;La Rochian;La Rochian;;La Rochian;;;;;;;;;x
c_chiny_adj;Cinean;Cinean;Cinean;;Cinean;;;;;;;;;x
b_fexhe;Fexhe;Fexhe;Fexhe;;Fexhe;;;;;;;;;x
b_aulne;Aulne;Aulne;Aulne;;Aulne;;;;;;;;;x
b_clervaux;Clervaux;Clervaux;Clervaux;;Clervaux;;;;;;;;;x
b_houffalize;Houffalize;Houffalize;Houffalize;;Houffalize;;;;;;;;;x
b_chiny;Chiny;Chiny;Chiny;;Chiny;;;;;;;;;x
b_orval;Orval;Orval;Orval;;Orval;;;;;;;;;x
d_limburg;Limburg;Limburg;Limburg;;Limburg;;;;;;;;;x
d_limburg_adj;Limburgian;Limburgian;Limburgian;;Limburgian;;;;;;;;;x
d_liege;Liège;Liège;Liège;;Liège;;;;;;;;;x
d_liege_adj;Liègian;Liègian;Liègian;;Liègian;;;;;;;;;x
b_echternach;Echternach;Echternach;Echternach;;Echternach;;;;;;;;;x
k_lotharingia;Lotharingia;Lotharingia;Lotharingia;;Lotharingia;;;;;;;;;x
k_lotharingia_adj;Lotharingian;Lotharingian;Lotharingian;;Lotharingian;;;;;;;;;x
b_eindhoven;Eindhoven;Eindhoven;Eindhoven;;Eindhoven;;;;;;;;;x
b_hoogstraten;Hoogstraten;Hoogstraten;Hoogstraten;;Hoogstraten;;;;;;;;;x
b_turnhout;Turnhout;Turnhout;Turnhout;;Turnhout;;;;;;;;;x
b_hove;Hove;Hove;Hove;;Hove;;;;;;;;;x
d_mayor_franks;the Franks;the Franks;the Franks;;the Franks;;;;;;;;;x
PRINCE_ABBOT;Prince-Abbot;Prince-Abbot;Prince-Abbot;;Prince-Abbot;;;;;;;;;x
IMPERIAL_ABBEY_OF;Imperial Abbey of;Imperial Abbey of;Imperial Abbey of;;Imperial Abbey of;;;;;;;;;x
b_steenderen;Steenderen;Steenderen;Steenderen;;Steenderen;;;;;;;;;x
b_eerbeek;Eerbeek;Eerbeek;Eerbeek;;Eerbeek;;;;;;;;;x
b_leuvenheim;Lovenen;Lovenen;Lovenen;;Lovenen;;;;;;;;;x
d_frisia;Frisia;Frisia;Frisia;;Frisia;;;;;;;;;x
d_frisia_adj;Frisian;Frisian;Frisian;;Frisian;;;;;;;;;x
MAYOR_OF_THE_PALACE;Mayor of the Palace;Mayor of the Palace;Mayor of the Palace;;Mayor of the Palace;;;;;;;;;x
MAYOR_OF_THE_PALACE_FOA;Mayor of the Palace;Mayor of the Palace;Mayor of the Palace;;Mayor of the Palace;;;;;;;;;x
ROYAL_HOUSEHOLD_OF;Royal Household of the King of;Royal Household of the King of;Royal Household of the King of;;Royal Household of the King of;;;;;;;;;x
nick_the_short;the Short;le Bref;Der Kleine;;el Breve;;;;;;;;;x
nick_martel;Martel;Martel;Martel;;Martel;;;;;;;;;x
